"Student_Name";"Test_Case_1 (10)";"Test_Case_2 (10)";"Test_Case_3 (10)";"Test_Case_4 (10)";"Code_1 (10)";"Code_2 (20)";"Code_3 (30)";"Total_Marks (100)";"Comments"
22CS30008;10;10;10;10;10;20;30;100;Perfect~~~~========= TEST CASES =========~~~~~~Your output:~~Enter number of lines : 1 ~~2 2 ~~3 3 3 ~~~~~~Your output:~~Enter number of lines : 1 ~~2 2 ~~3 3 3 ~~4 4 4 4 ~~~~~~Your output:~~Enter number of lines : 1 ~~2 2 ~~3 3 3 ~~4 4 4 4 ~~5 5 5 5 5 ~~~~~~Your output:~~Enter number of lines : 1 ~~2 2 ~~3 3 3 ~~4 4 4 4 ~~5 5 5 5 5 ~~6 6 6 6 6 6 ~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22IE10007;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MA10021;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EE30007;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22AG10041;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22ME30004;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MA10059;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CE10065;10;10;10;10;10;20;30;100;Perfect~~~~========= TEST CASES =========~~~~~~Your output:~~enter the limit~~1 ~~22 ~~333 ~~~~~~Your output:~~enter the limit~~1 ~~22 ~~333 ~~4444 ~~~~~~Your output:~~enter the limit~~1 ~~22 ~~333 ~~4444 ~~55555 ~~~~~~Your output:~~enter the limit~~1 ~~22 ~~333 ~~4444 ~~55555 ~~666666 ~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EX10034;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EC10059;10;10;10;10;10;20;30;100;Good~~~~========= TEST CASES =========~~~~~~Your output:~~1~~22~~333~~~~~~Your output:~~1~~22~~333~~4444~~~~~~Your output:~~1~~22~~333~~4444~~55555~~~~~~Your output:~~1~~22~~333~~4444~~55555~~666666~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22HS10030;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CH30005;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MI31006;0;0;0;0;10;20;5;35;The logic you tried is too complicated, just print the value of i as it in unchanging in the inner loop of j~~~~========= TEST CASES =========~~~~~~Your output:~~enter integer n [2-10] 1~~ 1 1~~ 1 1 1~~~~~~FAILED: Test Case 1: ~~IN:~~3~~~~Exp OUT:~~1~~2 2~~3 3 3~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~enter integer n [2-10] 1~~ 1 1~~ 1 1 1~~ 1 1 1 1~~~~~~FAILED: Test Case 2: ~~IN:~~4~~~~Exp OUT:~~1~~2 2~~3 3 3~~4 4 4 4~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~enter integer n [2-10] 1~~ 1 1~~ 1 1 1~~ 1 1 1 1~~ 1 1 1 1 1~~~~~~FAILED: Test Case 3: ~~IN:~~5~~~~Exp OUT:~~1~~2 2~~3 3 3~~4 4 4 4~~5 5 5 5 5~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~enter integer n [2-10] 1~~ 1 1~~ 1 1 1~~ 1 1 1 1~~ 1 1 1 1 1~~ 1 1 1 1 1 1~~~~~~FAILED: Test Case 4: ~~IN:~~6~~~~Exp OUT:~~1~~2 2~~3 3 3~~4 4 4 4~~5 5 5 5 5~~6 6 6 6 6 ~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 5 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 35 ############
22MI31025;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EC10079;10;10;10;10;10;20;30;100;Nice work~~~~========= TEST CASES =========~~~~~~Your output:~~enter any number from (2-10) : 1~~22~~333~~~~~~Your output:~~enter any number from (2-10) : 1~~22~~333~~4444~~~~~~Your output:~~enter any number from (2-10) : 1~~22~~333~~4444~~55555~~~~~~Your output:~~enter any number from (2-10) : 1~~22~~333~~4444~~55555~~666666~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EE10028;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CE30016;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22NA30030;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22ME10064;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22IM10001;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CH30025;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22AG10001;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MI10051;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22GG10024;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22ME10007;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MT10061;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22NA10022;10;10;10;10;10;20;30;100;Good work~~~~========= TEST CASES =========~~~~~~Your output:~~1~~22~~333~~~~~~Your output:~~1~~22~~333~~4444~~~~~~Your output:~~1~~22~~333~~4444~~55555~~~~~~Your output:~~1~~22~~333~~4444~~55555~~666666~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME30042;10;10;10;10;10;20;30;100;Keep it up~~~~========= TEST CASES =========~~~~~~Your output:~~enter the number between 2 to 10:1	~~2	2	~~3	3	3	~~~~~~Your output:~~enter the number between 2 to 10:1	~~2	2	~~3	3	3	~~4	4	4	4	~~~~~~Your output:~~enter the number between 2 to 10:1	~~2	2	~~3	3	3	~~4	4	4	4	~~5	5	5	5	5	~~~~~~Your output:~~enter the number between 2 to 10:1	~~2	2	~~3	3	3	~~4	4	4	4	~~5	5	5	5	5	~~6	6	6	6	6	6	~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22NA30011;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MF10045;10;10;10;10;10;20;30;100;Clean Code~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the number1~~22~~333~~~~~~Your output:~~Enter the number1~~22~~333~~4444~~~~~~Your output:~~Enter the number1~~22~~333~~4444~~55555~~~~~~Your output:~~Enter the number1~~22~~333~~4444~~55555~~666666~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EC30047;10;10;10;10;10;20;30;100;Good~~~~========= TEST CASES =========~~~~~~Your output:~~enter a number N between 2 to 10 ~~N=1 ~~2 2 ~~3 3 3 ~~~~~~Your output:~~enter a number N between 2 to 10 ~~N=1 ~~2 2 ~~3 3 3 ~~4 4 4 4 ~~~~~~Your output:~~enter a number N between 2 to 10 ~~N=1 ~~2 2 ~~3 3 3 ~~4 4 4 4 ~~5 5 5 5 5 ~~~~~~Your output:~~enter a number N between 2 to 10 ~~N=1 ~~2 2 ~~3 3 3 ~~4 4 4 4 ~~5 5 5 5 5 ~~6 6 6 6 6 6 ~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EC30007;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MF10007;0;0;0;0;10;10;5;25;Dont use semicolon after for loop. Also use nested loop for this program and print the value of i in the inner loop~~~~========= TEST CASES =========~~~~~~Your output:~~enter value of n~~5~~~~FAILED: Test Case 1: ~~IN:~~3~~~~Exp OUT:~~1~~2 2~~3 3 3~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~enter value of n~~6~~~~FAILED: Test Case 2: ~~IN:~~4~~~~Exp OUT:~~1~~2 2~~3 3 3~~4 4 4 4~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~enter value of n~~7~~~~FAILED: Test Case 3: ~~IN:~~5~~~~Exp OUT:~~1~~2 2~~3 3 3~~4 4 4 4~~5 5 5 5 5~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~enter value of n~~8~~~~FAILED: Test Case 4: ~~IN:~~6~~~~Exp OUT:~~1~~2 2~~3 3 3~~4 4 4 4~~5 5 5 5 5~~6 6 6 6 6 ~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 5 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 25 ############
22NA10003;10;10;10;10;10;20;30;100;Good~~~~========= TEST CASES =========~~~~~~Your output:~~Please enter a number withing the range [2,10]:1	~~2	2	~~3	3	3	~~~~~~Your output:~~Please enter a number withing the range [2,10]:1	~~2	2	~~3	3	3	~~4	4	4	4	~~~~~~Your output:~~Please enter a number withing the range [2,10]:1	~~2	2	~~3	3	3	~~4	4	4	4	~~5	5	5	5	5	~~~~~~Your output:~~Please enter a number withing the range [2,10]:1	~~2	2	~~3	3	3	~~4	4	4	4	~~5	5	5	5	5	~~6	6	6	6	6	6	~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MT10023;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22ME10045;10;10;10;10;10;20;30;100;Great Job~~~~========= TEST CASES =========~~~~~~Your output:~~Enter a number in the range[2,10]: ~~1~~22~~333~~~~~~Your output:~~Enter a number in the range[2,10]: ~~1~~22~~333~~4444~~~~~~Your output:~~Enter a number in the range[2,10]: ~~1~~22~~333~~4444~~55555~~~~~~Your output:~~Enter a number in the range[2,10]: ~~1~~22~~333~~4444~~55555~~666666~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22AE10034;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CE10085;10;10;10;10;10;20;30;100;Keep it up~~~~========= TEST CASES =========~~~~~~Your output:~~Enter an integer between 2 and 10 1~~22~~333~~~~~~Your output:~~Enter an integer between 2 and 10 1~~22~~333~~4444~~~~~~Your output:~~Enter an integer between 2 and 10 1~~22~~333~~4444~~55555~~~~~~Your output:~~Enter an integer between 2 and 10 1~~22~~333~~4444~~55555~~666666~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22GG10004;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CS30028;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CE10045;10;10;10;10;10;20;30;100;Good~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the value of n in [2,10]~~1~~22~~333~~~~~~Your output:~~Enter the value of n in [2,10]~~1~~22~~333~~4444~~~~~~Your output:~~Enter the value of n in [2,10]~~1~~22~~333~~4444~~55555~~~~~~Your output:~~Enter the value of n in [2,10]~~1~~22~~333~~4444~~55555~~666666~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22IE10027;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22PH10032;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22PH10013;10;10;10;10;10;20;30;100;Good work~~~~========= TEST CASES =========~~~~~~Your output:~~enter number of rows1~~22~~333~~~~~~Your output:~~enter number of rows1~~22~~333~~4444~~~~~~Your output:~~enter number of rows1~~22~~333~~4444~~55555~~~~~~Your output:~~enter number of rows1~~22~~333~~4444~~55555~~666666~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22AE30007;10;10;10;10;10;20;30;100;Nice work~~~~========= TEST CASES =========~~~~~~Your output:~~enter a number 1 ~~2 2 ~~3 3 3 ~~~~~~Your output:~~enter a number 1 ~~2 2 ~~3 3 3 ~~4 4 4 4 ~~~~~~Your output:~~enter a number 1 ~~2 2 ~~3 3 3 ~~4 4 4 4 ~~5 5 5 5 5 ~~~~~~Your output:~~enter a number 1 ~~2 2 ~~3 3 3 ~~4 4 4 4 ~~5 5 5 5 5 ~~6 6 6 6 6 6 ~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22IM10020;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EX10014;10;10;10;10;10;20;30;100;Great Job~~~~========= TEST CASES =========~~~~~~Your output:~~Please enter the number of rows to be printed1~~22~~333~~~~~~Your output:~~Please enter the number of rows to be printed1~~22~~333~~4444~~~~~~Your output:~~Please enter the number of rows to be printed1~~22~~333~~4444~~55555~~~~~~Your output:~~Please enter the number of rows to be printed1~~22~~333~~4444~~55555~~666666~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MF3IM17;10;10;10;10;10;20;30;100;Perfect~~~~========= TEST CASES =========~~~~~~Your output:~~enter the number~~1~~22~~333~~~~~~Your output:~~enter the number~~1~~22~~333~~4444~~~~~~Your output:~~enter the number~~1~~22~~333~~4444~~55555~~~~~~Your output:~~enter the number~~1~~22~~333~~4444~~55555~~666666~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EE10048;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
